Zeitstempel;Scheinleistung L1 (VA);Scheinleistung L2 (VA);Scheinleistung L3 (VA);Gesamtscheinleistung (VA)
958;1321;754;206.8;2282
959;1235;4230;3075;8541
960;2721;1420;207.7;4349
961;2072;2207;2259;6539
962;214.8;1334;206.7;1755
963;1465;1292;2953;5710
964;873.8;2101;1802;4777
965;4346;3221;1370;2844
966;515.1;989.2;1308;2813
967;1998;2581;1650;6229
968;1858;902.2;1074;3834
969;1158;2030;1392;4580
970;1582;2566;2512;6660
971;1007;880.8;207.9;2095
972;2909;1842;1317;6068
973;1183;2980;1538;5701
974;1822;1410;1600;4832
975;487.1;1581;1771;3839
976;487.1;1581;1771;3839
977;1452;2171;1941;5564
978;1779;1134;1041;3954
979;695.4;2150;2486;5332
980;3573;830.7;1059;5463
981;425.6;1067;1067;2560
982;877.3;1943;1274;4095
983;1271;1291;903.4;3466
984;215;1172;1798;3185
985;1297;679;848.4;2824
986;944.1;1916;450.7;3311
987;513.8;1607;280.7;2401
988;216.6;1099;767.4;2083
989;1584;2004;2806;6394
990;912.4;1374;2229;4515
991;215.6;520.2;207.8;943.6
992;4219;3000;4584;11800
993;594.1;316.1;206.4;1116
994;216;3586;1212;5014
995;706.4;1666;1951;4323
996;2634;991.3;2004;5630
997;1267;167.8;2286;3721
998;3761;2020;2575;8356
999;784.5;731.1;783.2;2299
1000;1434;2368;2347;6149
1001;915;1148;206.7;2270
1002;1261;1305;789.4;3355
1003;1414;1495;2564;5473
1004;2978;2076;1306;6359
1005;1057;166.6;894.8;2118
1006;875;1258;767.2;2900
1007;1990;785.9;207.8;2984
1008;216.9;882;1352;2451
1009;2497;1264;2104;5866
1010;900.4;2102;1102;4105
1011;712.9;1003;893.5;2609
1012;743.5;1139;1064;2947
1013;1989;2711;1658;6359
1014;1138;1720;1826;4683
1015;214.6;167.4;1016;1398
1016;1645;3260;2245;7150
1017;2173;2003;1831;6007
1018;1237;1329;1639;4204
1019;980.2;1296;2385;4661
1020;744.6;1235;766.3;2746
1021;1031;2899;2191;6121
1022;2470;1221;612.6;4303
1023;913.3;1077;209;2199
1024;214.5;2292;1788;6047
1025;214.5;166.5;205.8;586.7
1026;1954;2463;1349;5767
1027;522;1798;2559;4879
1028;3250;2367;2681;8298
1029;940.8;357.2;205.4;1503
1030;1696;1895;536.7;4127
1031;746.1;978.4;205.5;1930
1032;217;2942;3056;6215
1033;1954;1588;1653;5196
1034;4530;1908;1952;8390
1035;1018;1387;1241;3646
1036;1100;168;1349;2617
1037;215.9;166.6;729.3;1112
1038;852.2;2188;1074;4114
1039;1027;166.9;930.4;2125
1040;2621;2136;1806;6562
1041;2667;1327;1777;5771
1042;215.5;1641;205.6;2063
1043;1346;1470;2157;4973
1044;519.8;1283;205.4;2009
1045;1549;1293;2778;5620
1046;2094;1532;206.2;3833
1047;1182;1427;764.2;3372
1048;1688;1562;2695;5945
1049;1384;1572;2048;5005
1050;1478;1787;206.5;3472
1051;2213;1873;2465;6551
1052;2384;1504;1988;5877
1053;760.1;2049;2090;4898
1054;215.6;1010;693.1;1919
1055;2267;1805;1771;5843
1056;1033;1566;2310;4909
1057;2919;1584;2234;6738
1058;748.1;1829;206.7;2783
1059;2727;1366;2457;6549
1060;1270;1052;1456;3778
1061;271.5;795;207.6;1274
1062;2455;2141;1465;6061
1063;214.3;167.6;205.6;587.6
1064;2082;3296;2056;7434
1065;1088;1053;967.9;3109
1066;1587;750.2;1795;4133
1067;1754;2038;1861;5653
1068;2251;1721;2064;6035
1069;2549;1483;1555;5586
1070;1854;1459;1734;5047
1071;1492;1177;206;2875
1072;1538;1407;1483;4428
1073;214.3;949.7;204.7;1369
1074;658.5;588.8;205.4;1453
1075;833.4;959.2;1004;2797
1076;2145;1828;307;4279
1077;1111;1056;1444;3611
1078;214.5;792.8;207.3;1215
1079;2535;882.3;2798;6215
1080;216.1;1826;1052;3093
1081;213.9;1239;207.9;1661
1082;1601;167.6;893.7;2499
1083;3224;2141;2890;8256
1084;751.3;1696;1238;3686
1085;2250;1826;2416;6492
1086;631.7;1179;1788;3599
1087;1743;1116;981.7;3841
1088;3639;1991;1395;7025
1089;1675;1633;3554;6861
1090;213.8;1273;1083;2569
1091;1842;3497;2244;7583
1092;541.9;876.3;207;1625
1093;3260;2365;3004;8629
1094;215.7;2453;2513;5182
1095;1377;1121;970.3;3468
1096;988.7;1252;1291;3532
1097;216.7;174.3;1042;1432
1098;1243;664.9;206;2114
1099;958.5;888.2;2471;4318
1100;3464;2115;772.7;6352
1101;946.6;1473;1112;3532
1102;747.9;166;205.2;1119
1103;1245;819.9;631.5;2696
1104;1512;2565;1948;6025
1105;216.7;854.2;2765;3836
1106;1632;1636;1551;4818
1107;2144;1561;973.2;4678
1108;1668;637.9;2113;4419
1109;479.3;1195;293.6;1968
1110;907.5;1873;918.1;3698
1111;879.2;1180;1455;3514
1112;3111;2507;2896;8514
1113;890.3;897.1;1250;3038
1114;216.7;1238;1053;2508
1115;1472;1058;1746;4275
1116;606.2;1490;1058;3154
1117;889.9;1573;1797;4260
1118;216.9;1795;1608;3620
1119;3682;1004;1728;6414
1120;1682;372.1;1217;3271
1121;1279;1873;1488;4640
1122;970.1;1147;1160;3277
1123;2151;1357;3164;6672
1124;2186;515.8;207.6;2909
1125;2898;3097;1823;7818
1126;544.7;1885;810.5;3240
1127;1383;1148;1420;3952
1128;1278;1016;1192;3486
1129;1592;763.5;2961;5317
1130;215.8;168.6;205.9;590.4
1131;2361;1416;2640;6417
1132;898;1500;768.2;3166
1133;877.4;1039;206.8;2123
1134;929.1;1296;2623;4848
1135;523.3;1163;1251;2937
1136;1983;2753;692.5;5428
1137;216.1;519;967.4;1703
1138;680.3;169.2;205.9;1055
1139;750.5;2139;769.1;3659
1140;1954;2358;1645;5956
1141;521.5;165.9;205.4;892.8
1142;1057;1723;2495;5275
1143;2039;1351;207.1;3597
1144;2701;2462;2103;7266
1145;849.4;1036;1220;3105
1146;1195;1040;2379;4614
1147;716.8;1592;1427;3735
1148;2969;1735;2235;6939
1149;983.4;1069;206.7;2259
1150;1314;1410;1319;4043
1151;1371;1771;1078;4220
1152;1407;747.9;207.7;2362
1153;794.5;1348;1381;3524
1154;1528;1763;977.6;4270
1155;2143;2334;1545;6022
1156;1282;905.6;1076;3264
1157;1551;2526;1746;5822
1158;1180;2035;2521;5736
1159;1254;1547;1917;4718
1160;1588;2430;1994;6012
1161;1664;972.6;1262;3898
1162;959.3;537.1;852.1;2349
1163;746.3;818;671;2235
1164;395.2;1386;1175;2957
1165;749.5;692.5;879.3;2321
1166;542.5;1174;1192;2908
1167;2596;1598;2613;6807
1168;215.6;711.2;560;1487
1169;1714;813.7;677.4;3205
1170;659.7;1072;311.1;2043
1171;324;1206;1500;3030
1172;1903;1535;206.4;3645
1173;216.1;528;205.2;949.4
1174;668.7;1793;3540;7810
1175;887;1700;767.9;3354
1176;2389;1581;1157;5126
1177;1557;1657;2148;5362
1178;2157;2458;2549;7163
1179;913;1712;1329;3954
1180;793.4;1181;1147;3121
1181;508.6;1157;794.4;2460
1182;1689;1222;2337;5248
1183;887.1;882.1;206.1;1975
1184;1004;3786;3228;8018
1185;894.5;535.4;1849;3278
1186;1867;166.4;207.2;2240
1187;214;974.4;1255;2443
1188;214.2;971.2;690.8;1876
1189;1191;1199;895.8;3286
1190;1103;1423;721.3;3247
1191;2200;752.9;884;3837
1192;903.4;1399;2857;5160
1193;527.2;182.3;308.7;1018
1194;1807;638.1;851.7;3297
1195;1210;1273;2950;5432
1196;1939;2601;208.1;4749
1197;1445;697.3;1699;4128
1198;499.7;1071;1753;3323
1199;2197;2777;2673;7646
1200;1057;576.1;206.4;1840
1201;903;1650;2328;4881
1202;335.6;671.8;580.5;1588
1203;2438;1614;1469;5520
1204;215.1;515.4;1015;1745
1205;1290;1077;207.8;2575
1206;1108;1773;2992;5873
1207;911.8;854.6;1068;2834
1208;1489;2227;1158;4874
1209;1271;1505;916.3;3692
1210;1899;2035;2194;6127
1211;560.7;1327;1252;3140
1212;1462;530.3;1287;3279
1213;1127;1208;898.4;3233
1214;901.1;2203;2386;5490
1215;1666;753.9;207.1;2627
1216;2155;1072;1287;4515
1217;773.8;589.5;659;2022
1218;1553;3453;2998;8004
1219;749.7;511.6;1195;2457
1220;2843;1711;1588;3858
1221;2111;1054;899.7;4065
1222;1669;1308;513.5;3491
1223;523.2;1581;1039;3143
1224;787.2;2232;326.6;3346
1225;347.6;1240;1283;2871
1226;217.2;166.5;1048;1431
1227;1825;2080;1042;4947
1228;1685;735.6;972.8;3393
1229;215.6;165.9;340.7;722.2
1230;1455;2076;3456;6987
1231;563.1;166.1;205.9;935
1232;214.8;873.4;206.4;1295
1233;1410;2265;1923;5598
1234;2454;1011;698.6;4164
1235;1879;2313;2086;6278
1236;2376;1869;207;4452
1237;1245;1593;2466;5304
1238;874.3;1483;1194;3551
1239;3562;1559;3344;8465
1240;1011;2101;2072;5184
1241;1031;1356;1085;3472
1242;1065;1614;206.1;2886
1243;768.6;895.6;1781;3446
1244;2063;1425;2330;5818
1245;1757;1927;769.9;4453
1246;1574;1690;2361;5625
1247;427.1;583.3;1360;2371
1248;2030;1496;1277;4803
1249;522;1006;2183;3711
1250;1523;1658;2002;5183
1251;2377;1772;696.4;4845
1252;1574;1502;1827;4903
1253;771.5;598.5;551.7;1922
1254;1788;2593;1421;5803
1255;880.3;944.4;1719;3911
1256;213.8;952.8;209.5;1376
1257;1180;2487;1477;5143
1258;781.4;166.5;822.2;1770
1259;777.9;1387;310.4;2476
1260;1671;268.4;652.4;2592
1261;719.4;166.6;205.4;1091
1262;1555;1066;1370;3990
1263;2048;416.5;206.1;2671
1264;215.9;1057;2768;4041
1265;576.4;1392;673.7;2643
1266;1535;169.3;851.7;2555
1267;1547;3404;1219;6170
1268;214.7;166.7;1333;1715
1269;2285;1654;2155;6094
1270;727.8;1299;949.7;2977
1271;1324;1988;3058;6370
1272;1542;710.6;516.3;2769
1273;2141;2272;1605;6019
1274;708.9;1167;206.4;2082
1275;2502;1898;4166;8566
1276;1406;516.2;1301;3223
1277;1531;985.8;1421;3938
1278;1183;1693;1028;3904
1279;534.9;1663;1354;3552
1280;1649;169.2;1529;3348
1281;1222;761.1;1288;3271
1282;1426;1109;1110;3646
1283;228.3;1148;1466;2842
1284;2389;1264;1929;5582
1285;215.4;166.3;205.1;586.7
1286;1413;1474;1404;4291
1287;699.9;1111;729.7;2540
1288;716.5;538.4;1981;3236
1289;1686;548.8;515.2;2750
1290;217.2;2619;1356;4193
1291;1243;1213;964.7;3420
1292;1706;167.7;1532;3405
1293;777.6;971.3;206.3;1955
1294;1385;2287;1758;5429
1295;215.2;166;205;586.2
1296;1694;166.5;433.2;2294
1297;1141;2217;2039;5396
1298;1412;1026;1701;4139
1299;950.5;791.5;1511;3253
1300;503.9;964.7;1030;2499
1301;1891;741.2;728.9;3361
1302;521.8;514.3;783.5;1820
1303;2070;1428;2864;6361
1304;213.1;165.7;205.6;584.4
1305;3017;1944;1822;6783
1306;584.3;166.3;205;955.5
1307;1278;1536;2874;5688
1308;1274;1603;2259;5136
1309;1275;1048;1065;3389
1310;501;1351;528.9;2381
1311;2415;1701;1722;5838
1312;215.8;167.3;1352;1735
1313;1179;2026;2180;5385
1314;215.2;166.7;205.4;587.3
1315;1942;1542;1289;4773
1316;783.9;1521;1777;4082
1317;1116;166.9;205.4;1488
1318;2285;1683;1634;5603
1319;519.7;165.8;1194;1879
1320;1868;748.9;814.4;3431
1321;215.5;901.7;551.1;1668
1322;1106;1239;208;2553
1323;1286;1872;1175;4332
1324;1115;664.3;993.1;2772
1325;2061;167.1;1017;2843
1326;1242;1537;2804;5584
1327;828.5;1788;1743;4359
1328;1428;1342;1097;3867
1329;714.2;1429;1654;3798
1330;1282;1333;2114;4730
1331;216.4;866.3;206.6;1289
1332;2531;1653;2477;6661
1333;215;499.8;206;920.8
1334;751;509.6;2324;3584
1335;1985;1597;931.8;4514
1336;217.1;836.2;2081;3134
1337;1643;3454;1717;6814
1338;982.4;576.3;333.2;1892
1339;2410;865.7;3047;6323
1340;397.1;1523;4094;6015
1341;3129;1861;1275;6264
1342;215.9;475.5;473.3;1165
1343;2194;1987;2215;6396
1344;1135;1130;206.8;2472
1345;1960;1144;2177;5281
1346;217.5;169.5;207.4;594.4
1347;2465;2182;2316;6963
1348;896.7;492.2;920.9;2310
1349;1042;928.4;207.9;2178
1350;1772;1289;2151;5211
1351;1582;2192;209.2;3983
1352;215.9;167.9;207.6;591.4
1353;491.6;1614;2236;4341
1354;1928;919.4;788.6;3636
1355;215.6;514.3;966.7;1697
1356;1126;1138;2261;4524
1357;607.4;1414;1200;3221
1358;498.1;224;506;1228
1359;439.7;1615;208.9;2263
1360;1425;1779;603.7;3808
1361;694.7;1350;1283;3328
1362;2254;1088;2384;5726
1363;2072;751.9;208.8;3033
1364;2354;2610;1730;6695
1365;217.6;803;208.8;1229
1366;2189;2401;2089;6679
1367;499.3;957.7;1012;2469
1368;2684;1567;2051;6303
1369;218.3;1350;530.3;2098
1370;1566;2220;1248;5034
1371;1897;1457;1283;4637
1372;1761;2402;1414;5577
1373;893.7;1583;1616;4093
1374;1745;755.6;1990;4490
1375;2690;1431;2098;6219
1376;218.9;370;210.8;799.7
1377;918.6;2044;3143;6106
1378;216.9;1404;210.4;1831
1379;2488;695;2121;5304
1380;1526;883.3;531.2;2941
1381;1579;2055;2125;5759
1382;218.8;761.7;2402;3383
1383;1411;790.5;2273;4474
1384;1742;690.9;897.3;3330
1385;764.6;1177;522.4;2464
1386;219.9;1690;1186;3095
1387;2731;494.1;924.3;4149
1388;1175;1259;1250;3684
1389;1164;1224;768.5;3156
1390;228.2;169.8;738.4;1136
1391;217.2;543;967.9;1728
1392;945.5;882;970.1;2798
1393;951.9;2032;759.1;3743
1394;215.2;166;205.8;587
1395;1035;166.2;205.9;1407
1396;1177;2884;2477;6538
1397;215.6;1204;206.3;1626
1398;1830;1372;1504;4705
1399;2107;2701;1545;6352
1400;1241;2009;2092;5343
1401;972.8;1089;1408;3470
1402;1252;749.7;892.4;2894
1403;1271;1254;1305;3829
1404;2195;2180;2843;7217
1405;214.9;700.4;849.1;1764
1406;1777;2296;3744;7817
1407;215.9;3206;1444;4866
1408;1183;1284;895.4;3363
1409;215;168.2;875.2;1258
1410;748.9;1400;800.1;2949
1411;3264;1297;1768;6329
1412;956.1;1295;719.1;2970
1413;863.1;1158;672.9;2694
1414;521.7;167.6;209.3;898.6
1415;1040;2254;2739;6033
1416;2085;167.6;1124;3377
1417;1930;2000;1795;5725
1418;214.9;921.1;204.9;1341
1419;308.4;897.6;768.4;1974
1420;2059;2100;2785;6944
1421;1406;649.7;692.3;2748
1422;749.7;167.3;204.7;1122
1423;1668;3028;1854;6550
1424;215.1;519.7;891.1;1626
1425;755.4;978.9;1527;3262
1426;714.8;211.9;205.2;1132
1427;1794;2241;970.4;5005
1428;1160;1286;1423;3869
1429;744.7;167.2;205.1;1117
1430;941.2;1344;1533;3818
1431;703.5;2010;757.7;3471
1432;2457;1930;1523;5909
1433;975.6;438.5;805.2;2219
1434;1973;884.3;1216;4074
1435;2217;2267;1632;6116
1436;1493;2265;3727;7485
1437;999.8;1255;206.5;2461
1438;951.5;1816;1418;4185
1439;998.6;294.4;346.6;1640
1440;2606;1560;2524;6690
1441;214.3;1635;2095;3945
1442;768.9;687;3274;4730
1443;213.6;877.4;205.5;1296
1444;735.1;1299;206.1;2240
1445;715.6;937.9;766.3;2420
1446;214.3;494.9;967.7;1677
1447;1676;2312;2544;6531
1448;990.9;493.6;206.2;1691
1449;825.5;2157;919.8;3902
1450;957.9;714.8;205.9;1879
1451;1537;597.1;1998;4132
1452;823.4;1266;207.2;2297
1453;693;995.8;206.7;1896
1454;1617;166.4;968.6;2752
1455;1583;3293;1914;6790
1456;1412;166.3;1248;2827
1457;1133;1105;1554;3791
1458;2046;1265;923.1;4234
1459;1273;1493;2192;4958
1460;686.4;509.4;1864;3060
1461;690;1226;335.4;2252
1462;778.6;279.6;1385;2443
1463;384.9;929.9;796.5;2111
1464;1138;651.8;207;1996
1465;751.3;2146;1790;4688
1466;2936;1110;3284;7330
1467;686.3;882.3;1069;2638
1468;1990;2081;2465;6536
1469;217.2;165.6;896.1;1279
1470;1490;2504;2134;6128
1471;2601;1767;1983;6351
1472;1263;752.9;1214;3230
1473;778.5;856;1357;2991
1474;1055;1593;2043;4692
1475;821.8;166.6;206.1;1195
1476;2019;2184;3374;7577
1477;2345;1595;1737;5676
1478;1763;166.5;206.5;2136
1479;215.9;887.5;1825;2929
1480;885.1;166.4;206.5;1258
1481;657.6;1029;701.1;2388
1482;944.9;515.8;970.5;2431
1483;1751;1357;1379;4488
1484;215.3;1406;206.7;1828
1485;1132;433;935.4;2501
1486;1361;484.8;718.1;2564
1487;214.6;1130;1011;2355
1488;1564;166;409.8;790.7
1489;2691;3068;1420;7179
1490;1778;1599;1242;4618
1491;1355;1115;2571;5041
1492;526.3;497.2;1830;2854
1493;2068;2751;2131;6950
1494;1413;1472;1658;4542
1495;2047;2106;1304;5456
1496;1216;166.9;767.5;2150
1497;2344;1954;3524;7822
1498;548.7;827.4;376.4;1753
1499;888.3;1726;1197;3811
1500;1122;386.3;1262;2770
1501;2123;690.2;1278;4091
1502;1608;1739;1614;4961
1503;870.7;1411;1645;3927
1504;1681;750.4;1207;3639
1505;700.8;1374;405.6;2480
1506;723.6;1769;1147;3639
1507;1612;1196;970.1;3778
1508;885.3;775.2;2650;4310
1509;301.1;1073;206.2;1581
1510;1899;834.3;682.3;3416
1511;1032;166.4;206;1404
1512;215.8;603.9;933.9;1754
1513;1818;882.3;851.6;3552
1514;1170;605.8;1647;3422
1515;981.6;1394;654.7;3030
1516;746.3;761.2;2102;3610
1517;449.7;1234;206.5;1890
1518;944.7;168.2;968.9;2082
1519;2116;1190;1409;4715
1520;873.8;714.5;935.4;2524
1521;791.6;1630;1755;4177
1522;214.6;1567;700.5;2482
1523;2167;1855;756.2;4778
1524;395;638.3;205.9;1239
1525;1557;2344;2254;6155
1526;214.4;947.7;893.6;2056
1527;845.4;2587;2524;5957
1528;1844;165.8;206.5;2216
1529;1570;1239;2791;5601
1530;748.4;166.9;1983;2898
1531;2231;1097;206.9;3534
1532;626.5;972.4;1446;3045
1533;759.2;2381;2142;5282
1534;1416;1018;898;3332
1535;1702;509.7;2419;4631
1536;214;577.6;206.7;998.3
1537;1610;2344;1162;5116
1538;1031;954;3022;5007
1539;620.7;166.6;759.5;1547
1540;461.8;1153;1170;2785
1541;521.8;1230;207.3;1959
1542;728.1;167.1;215.6;1111
1543;1613;948.2;2174;4735
1544;1122;1021;949.2;3092
1545;1122;1021;949.2;3092
1546;215.7;1650;1397;3263
1547;2353;1440;2432;6226
1548;210;948.6;767.2;1926
1549;984;1121;785;2890
1550;958;1912;1226;4097
1551;1725;370.6;1218;3314
1552;214;994.3;528.7;1737
1553;1212;1019;426.3;2657
1554;568;1110;559;2237
1555;1489;1650;897.2;4037
1556;1489;1650;897.2;4037
1557;216.8;976.8;2348;3542
1558;1668;1226;206.4;3101
1559;609.6;591.2;206.1;1407
1560;1488;3280;3450;8218
1561;484.3;166.6;205.7;856.6
1562;1840;1177;916.3;3933
1563;968;763.8;3625;5357
1564;2806;3014;2049;7869
1565;1775;1128;797.8;3701
1566;1013;166.4;539.2;1718
1567;1214;1198;1252;3664
1568;2835;2390;2926;8152
1569;701.9;1244;749.1;2695
1570;1653;751.9;938.4;3343
1571;601.8;1503;1384;3489
1572;892.3;1010;286.1;2188
1573;214.7;166.6;613.5;994.9
1574;2341;1077;1223;4641
1575;213.5;514.3;205.9;933.8
1576;216.2;883.3;2778;3877
1577;1003;1698;207;2908
1578;505.9;998.8;206.5;1711
1579;747.4;520.2;1675;2943
1580;2421;715.3;972.3;4108
1581;912;1879;207;2998
1582;1237;889;3050;5176
1583;1052;971;3090;5112
1584;217;2219;1427;3863
1585;1397;968.2;768.2;3133
1586;1278;1146;208;2631
1587;2009;2568;2884;7462
1588;215.4;1265;206.7;1687
1589;2121;2210;911.6;5242
1590;542.8;880;565.3;1988
1591;1526;1581;2946;6053
1592;2528;1813;974.6;5315
1593;2071;756.5;206.5;3034
1594;836;795;952.9;2584
1595;762.4;584.8;969.9;2317
1596;1754;1613;1675;5042
1597;215.2;166.5;1192;1574
1598;874;1119;1191;3184
1599;2308;1929;855.9;5092
1600;1618;1029;1873;4520
1601;1180;1317;688.1;3185
1602;1423;2752;1355;5531
1603;1786;492.8;1769;4048
1604;2730;751.4;1370;4851
1605;1450;1199;766.9;3417
1606;1064;1598;2804;5466
1607;996.6;729.7;205.8;1932
1608;1417;2045;1660;5122
1609;586.9;454.1;207.4;1248
1610;1035;786.2;896.4;2717
1611;2005;1703;1662;5370
1612;1074;1298;206.6;2578
1613;695.9;1623;2090;4410
1614;215.5;948.9;208.5;1373
1615;944;988.4;206.5;2139
1616;1019;1203;647.1;2870
1617;1194;1941;1876;5011
1618;1076;1029;206.8;2312
1619;2474;2089;3618;8181
1620;215.2;880.9;206.3;1302
1621;1305;1751;207.3;3263
1622;525.3;1251;1407;3183
1623;2887;1534;2563;6983
1624;215.8;1326;2192;3734
1625;1247;2419;769.9;4437
1626;506.3;167;208.8;882
1627;1256;2555;1216;5027
1628;684.7;495.5;206.6;1387
1629;1498;168.7;1816;3483
1630;500.1;1256;922.4;2678
1631;1073;967.9;335.5;2377
1632;215.8;1727;1195;3138
1633;215.3;1171;875.6;2262
1634;1006;1351;207;2564
1635;2481;1309;1157;4946
1636;367.5;1708;834.9;2911
1637;1273;1365;1155;3794
1638;471.3;1151;1036;2659
1639;500.7;881.8;206.9;1589
1640;469.8;504.8;1185;2160
1641;1437;517.8;921.1;2876
1642;2160;2794;2010;6964
1643;1428;1396;530.2;3355
1644;837.7;166.4;864.8;1869
1645;215.4;1050;1009;2274
1646;3455;1445;1045;5945
1647;394.5;844.7;441.2;1680
1648;750.1;1111;2197;4058
1649;1185;166;206.3;1557
1650;1844;1045;1205;4095
1651;1100;2261;1149;4509
1652;215.2;165.6;205.5;586.4
1653;1522;1151;2566;5239
1654;2393;2139;2550;7081
1655;2545;2739;941.1;6225
1656;215.9;1171;2200;3586
1657;799;386.6;2830;4015
1658;747;749.2;206;1702
1659;1276;3365;2656;7297
1660;292.6;1800;207.7;2300
1661;2010;914.6;1534;4458
1662;962.5;2181;1399;4543
1663;215;164.3;206.4;585.7
1664;215.4;1750;638;2604
1665;1309;749.9;1340;3398
1666;1101;489.9;206.1;1797
1667;1570;1484;1874;4928
1668;521.2;1264;664.2;2449
1669;657.9;1048;806.7;2513
1670;257;712.3;303.3;1273
1671;2288;166.9;1583;4038
1672;500.5;1829;475.1;2805
1673;1182;750.8;206.1;2139
1674;1635;1426;769.4;3830
1675;215.4;949;767.5;1932
1676;1273;1241;2019;4533
1677;2447;716.3;1277;4439
1678;888.5;2046;2932;5867
1679;597.3;752.2;206.8;1556
1680;1486;2562;3324;7372
1681;648;519.9;207.7;1376
1682;2003;835.5;1561;4400
1683;216.1;387.9;205.8;809.7
1684;1855;1320;1543;4718
1685;2677;1300;1768;5745
1686;886.7;858.1;970.9;2716
1687;1169;799.5;1384;3352
1688;553.7;166;526.2;1246
1689;1843;2831;1986;6660
1690;1672;168;208.1;2048
1691;1652;977.4;2402;5032
1692;746;1239;732.8;2717
1693;214.7;751;767.4;1733
1694;1795;166.4;972.5;2933
1695;2215;2027;2095;6337
1696;877.5;882;723.6;2483
1697;891.2;1600;1651;4142
1698;1587;167;207;1961
1699;1046;1602;2122;4770
1700;216.8;167.9;207.4;592
1701;1184;166.7;206.8;1558
1702;991.6;304.4;1703;2999
1703;216.8;1420;732.6;2369
1704;216.2;2201;1139;3556
1705;216.6;545;208.4;969.9
1706;2213;1203;1132;4548
1707;1789;1171;2025;4986
1708;762;714.3;1526;3002
1709;2068;604.1;648.5;3321
1710;2110;3224;1152;6486
1711;783;756;939.8;2479
1712;500.4;167.8;2028;2696
1713;1667;1193;733.2;3594
1714;2287;1125;771;4183
1715;934.2;781.1;1952;3667
1716;865;2504;2722;6091
1717;215.4;598.4;206.4;1020
1718;3629;1751;1501;6881
1719;1137;483.7;1027;2648
1720;216.7;540.4;207.9;964.9
1721;1628;838.4;2842;5309
1722;308.4;165.8;206.4;680.6
1723;1003;2030;1646;4679
1724;215.7;167;1067;1449
1725;1022;1230;2121;4373
1726;1085;862.9;921.5;2869
1727;997.5;1121;302.7;2421
1728;215.5;1067;1343;2625
1729;520.5;1014;1208;2742
1730;1690;1023;896.5;3609
1731;1219;1625;797.1;3641
1732;1696;508.4;1893;4097
1733;952.7;724.6;1275;2953
1734;1368;749.2;758.7;2876
1735;1494;1125;1118;3736
1736;710.3;165.9;207.5;1084
1737;1148;1083;1174;3405
1738;1951;1422;803.1;4176
1739;573.6;1390;2205;4169
1740;214.9;165.7;1187;1567
1741;382.6;947;944;2274
1742;2895;751.5;219.3;3866
1743;212.8;1070;206.5;1489
1744;1159;1007;1624;3790
1745;946;1520;2580;5046
1746;1602;1974;1209;4784
1747;973.7;1593;892.9;3460
1748;1433;1685;2161;5278
1749;943;514.7;971.1;2429
1750;1170;1630;1526;4325
1751;872.2;1290;206.9;2369
1752;3132;2243;2924;8299
1753;1031;165.8;207.1;1404
1754;1780;2424;896.4;5101
1755;1530;440.9;936;2907
1756;519;1279;232;2030
1757;2518;748.6;1787;5053
1758;745.1;482.8;1320;2548
1759;1481;165.4;207.6;1854
1760;214.2;1063;361.1;1639
1761;1057;764.9;1803;3625
1762;2182;1378;938.9;4498
1763;1317;1255;1168;3740
1764;212.5;836.4;894.8;1944
1765;391.3;165.5;1221;1778
1766;743.1;1137;1283;3164
1767;1216;680;1049;2945
1768;891.7;165.7;967.2;2025
1769;1559;2244;2614;6418
1770;899.3;1173;957.7;3030
1771;723.3;1766;1162;3651
1772;666.5;696.4;543.4;1906
1773;997.2;1490;2046;4533
1774;2590;166.9;1763;4520
1775;1113;1105;905.9;3124
1776;744.5;2795;1404;4944
1777;1328;1136;350.8;2816
