Zeitstempel;Scheinleistung L1 (VA);Scheinleistung L2 (VA);Scheinleistung L3 (VA);Gesamtscheinleistung (VA)
4909;2231;1413;2383;6027
4910;685.5;2630;3212;6527
4911;4122;2078;2166;8366
4912;2286;2635;2459;7380
4913;2532;2276;3220;8029
4914;2368;3455;1887;7710
4915;496.8;2216;3232;5944
4916;4494;3359;1666;9520
4917;538.9;2037;1931;4507
4918;2110;2876;2919;7905
4919;2203;2228;1825;6256
4920;2554;3229;1600;7383
4921;2389;4262;6229;12880
4922;1060;703.2;843.8;2607
4923;6261;6475;6523;19260
4924;2796;2079;2088;6963
4925;4754;2893;3906;11550
4926;2271;3305;3490;9066
4927;3332;4294;3519;11140
4928;4068;4221;4051;12340
4929;4981;3803;5383;14170
4930;1908;1842;1291;5041
4931;5927;6678;5817;18420
4932;4440;3495;4588;12520
4933;558.6;1131;615.9;2306
4934;4616;4373;6017;15010
4935;2208;1175;1130;4513
4936;4600;3496;3904;12000
4937;1718;2618;2534;6870
4938;4028;2845;3078;9951
4939;220.8;2116;3418;5755
4940;5697;5039;3656;14390
4941;1699;1938;1755;5392
4942;3496;3269;4242;11010
4943;2342;1069;2632;6043
4944;2745;3419;3691;9855
4945;1816;2299;3262;7377
4946;1657;1919;2065;5641
4947;4335;3326;5380;13040
4948;2462;3067;3433;8962
4949;2804;1595;1252;5652
4950;2366;3705;3651;9722
4951;1011;1909;1030;3951
4952;5351;5653;4957;15960
4953;2653;2532;1566;6752
4954;1792;2773;1946;6511
4955;5149;5044;5285;15480
4956;2768;2232;2985;7985
4957;3038;2386;3094;8517
4958;2006;5229;5259;12490
4959;5116;3665;3991;12770
4960;1522;2391;2380;6293
4961;4346;4190;4883;13420
4962;1445;1809;309;3563
4963;3461;5018;7096;15570
4964;4702;3467;1308;9477
4965;5784;4004;6165;15950
4966;1857;2527;3225;7610
4967;1755;1584;1345;4684
4968;3724;2622;1794;8140
4969;221.8;2962;3953;7137
4970;2938;1591;1685;6214
4971;3168;3025;3800;9994
4972;3463;2159;3480;9102
4973;1613;1034;702.9;3351
4974;3528;3174;4009;10710
4975;1788;2646;1578;6012
4976;4659;4219;5391;14270
4977;2059;1420;2604;6083
4978;5288;2982;3348;11620
4979;1852;2269;3022;7143
4980;5236;4895;5001;15130
4981;1303;417.1;1513;3233
4982;2958;4831;6982;14770
4983;3326;2312;1701;7339
4984;3072;4509;3432;11010
4985;2501;2167;2939;7607
4986;2248;3578;2701;8526
4987;2367;2586;4302;9255
4988;5123;3786;3711;12620
4989;3437;2960;2582;8979
4990;3802;3043;5274;12120
4991;3271;2887;3421;9579
4992;3204;2015;1495;6713
4993;3459;4440;5711;13610
4994;272.5;688.6;290;1251
4995;5079;4272;4861;14210
4996;1377;2817;1516;5710
4997;5432;4724;4982;15140
4998;1236;2583;2978;6797
4999;4816;3147;4251;12210
5000;954.8;1229;1108;3292
5001;2512;3353;3071;8936
5002;2852;1810;1644;6305
5003;1467;1560;2331;5358
5004;3287;2466;3197;8949
5005;428.2;1141;633.1;2202
5006;1505;3071;3162;7738
5007;2974;2639;1656;7269
5008;2500;2041;2732;7273
5009;2576;2192;3135;7904
5010;2907;2797;2437;8141
5011;1244;2214;3659;7117
5012;3410;4826;6746;14980
5013;1941;1067;1181;4189
5014;6716;7227;6281;20220
5015;2990;2128;2612;7730
5016;5404;3903;3292;12600
5017;1308;1948;3849;7105
5018;3403;3847;3325;10570
5019;4829;3155;4685;12670
5020;3297;3140;3213;9650
5021;2399;1330;2683;6412
5022;3502;5016;5043;13560
5023;3419;3757;3271;10450
5024;3011;1763;2709;7483
5025;2501;3946;4408;10850
5026;3441;1120;3197;7758
5027;2037;2425;2502;6963
5028;2346;3047;2621;8013
5029;2165;1856;2015;6036
5030;671.5;1847;3191;5710
5031;5754;4564;3674;13990
5032;1671;2401;1388;5460
5033;4579;2946;4570;12100
5034;1184;1910;701.2;3795
5035;3163;2375;3641;9178
5036;1544;3213;4044;8801
5037;3451;2480;2023;7953
5038;2558;2103;3472;8133
5039;2894;2650;2544;8088
5040;2216;2047;1243;5506
5041;1750;3753;4204;9707
5042;971.1;1023;1538;3533
5043;4164;3719;5067;12950
5044;2069;2686;1977;6732
5045;2689;3724;2486;8899
5046;5428;4557;5751;15740
5047;3079;2724;3106;8908
5048;3543;2900;3337;9780
5049;2209;3124;2982;8316
5050;4130;4575;3926;12630
5051;2344;1041;2636;6020
5052;4492;3470;4295;12260
5053;2276;2761;2525;7561
5054;4286;4477;6012;14770
5055;4837;1699;2631;9166
5056;3390;4192;5396;12980
5057;2659;1852;2356;6866
5058;4217;1682;3267;9165
5059;2260;1659;688.6;4608
5060;2916;2246;4452;9614
5061;1599;1425;208.9;3234
5062;4187;3503;4668;12360
5063;2321;2789;1889;6998
5064;2554;834.4;1272;4660
5065;1383;2506;3725;7614
5066;754;1230;530;2514
5067;3653;3726;5176;12550
5068;1303;701.2;209.2;2213
5069;4911;2256;4986;12150
5070;2707;1669;2485;6861
5071;4019;4204;4028;12250
5072;961.4;1226;699.4;2887
5073;4371;5015;5151;14540
5074;1648;1763;1354;4765
5075;3660;3227;3511;10400
5076;2954;2527;2636;8117
5077;3078;3466;3689;10230
5078;999;1609;3547;6155
5079;5847;3295;4054;13200
5080;2067;2382;3037;7486
5081;3008;3734;3595;10340
5082;3470;3780;4021;11270
5083;3067;1333;1394;5794
5084;2955;4387;5646;12990
5085;3464;2618;2691;8773
5086;3513;3364;4604;11480
5087;2967;1397;3127;7492
5088;4514;4057;3812;12380
5089;2402;2606;3837;8846
5090;2910;2334;3209;8454
5091;3543;2664;4491;10700
5092;4489;3995;4311;12790
5093;2630;1831;522.8;4984
5094;2178;2097;2652;6927
5095;2565;3108;2430;8102
5096;1259;917.8;1659;3835
5097;1967;3793;3723;9482
5098;2714;1857;1450;6021
5099;2179;1457;2795;6431
5100;2991;1819;2763;7573
5101;928.2;1315;942.4;3186
5102;1537;2628;3502;7667
5103;2555;1276;1068;4899
5104;1437;2152;772.7;4086
5105;5915;4152;7199;17270
5106;2651;2646;2265;7562
5107;4635;4529;3723;12890
5108;917.3;2239;2974;6131
5109;5018;4988;4494;14500
5110;1496;2611;2080;6187
5111;4065;2656;5310;12030
5112;2784;1463;1964;6210
5113;2779;3151;4448;10380
5114;1331;972.3;1268;3571
5115;4400;5423;5657;15480
5116;3833;4317;3844;11990
5117;910.5;1896;1688;4494
5118;3008;2288;2561;7856
5119;4248;3512;4611;12370
5120;2824;4223;3039;10090
5121;3286;3271;4530;11090
5122;3259;2132;2653;8044
5123;3234;2865;3692;9790
5124;4594;3966;5145;13700
5125;1566;169.5;1513;3249
5126;3544;4600;5399;13540
5127;3722;2056;1782;7560
5128;3105;2353;2187;7645
5129;1993;3229;2358;7580
5130;2658;2708;2951;8317
5131;3907;3249;2130;9286
5132;2355;2319;3300;7974
5133;2149;2651;1120;5920
5134;2420;2141;4444;9005
5135;1036;511.4;1387;2934
5136;3531;2387;1231;7150
5137;453.9;3322;4111;7887
5138;1544;907.7;1323;3775
5139;2087;2553;2113;6753
5140;1612;2588;2952;7151
5141;5570;6445;4497;16510
5142;1785;1829;1377;4990
5143;5259;5253;5690;16200
5144;1048;1077;1107;3233
5145;4202;5656;6141;16000
5146;1937;167.7;868.3;2973
5147;3897;3646;3931;11470
5148;4460;3553;5620;13630
5149;3114;3888;3097;10100
5150;2090;3009;4319;9417
5151;1263;4400;3673;9337
5152;3132;2570;1557;7259
5153;1963;2625;3151;7739
5154;2309;2047;1757;6114
5155;4539;3242;2479;10260
5156;1889;2729;3617;8236
5157;1443;1079;1272;3794
5158;2791;3987;3488;10260
5159;1975;1051;2155;5181
5160;5298;3242;4212;12750
5161;2136;2100;3457;7694
5162;3235;3775;2904;9914
5163;1273;3032;1813;6119
5164;3375;4171;4744;12290
5165;2719;1946;1473;6137
5166;2454;2594;3167;8215
5167;3863;3785;3554;11200
5168;1751;2496;2637;6884
5169;1802;3025;2907;7734
5170;2668;991.8;2133;5792
5171;1507;1846;1370;4723
5172;3897;4048;4354;12300
5173;219;166.5;208;593.6
5174;219;166.5;208;593.6
5175;2317;2399;3786;8502
5176;1790;2398;778.4;4966
5177;1790;2398;778.4;4966
5178;5224;5571;4435;15230
5179;220.3;511.3;1309;2041
5180;4922;3898;3954;12770
5181;741.7;2175;3230;6146
5182;2929;3118;3120;9167
5183;1917;2315;3169;7401
5184;3639;3678;4769;12090
5185;4914;3280;1621;9815
5186;3103;3692;5986;12780
5187;2125;1352;2204;5681
5188;1215;3156;1953;6324
5189;1836;2789;3357;7983
5190;1805;1927;1556;5288
5191;2431;1535;1848;5814
5192;4339;3572;4232;12140
5193;1858;1045;1320;4224
5194;1767;3783;3724;9274
5195;2938;2193;1873;7003
5196;2399;490.7;2435;5324
5197;3755;4108;4514;12380
5198;1582;1891;1340;4814
5199;3736;3045;3854;10630
5200;1476;3865;3223;8563
5201;3962;2747;3002;9712
5202;583.4;2350;2233;5167
5203;4236;3513;3722;11470
5204;3403;2744;1197;7343
5205;2691;4404;6256;13350
5206;1430;1422;208.8;3061
5207;4250;3178;4201;11630
5208;1770;1694;1743;5207
5209;2919;2233;3142;8294
5210;1095;1844;3009;5948
5211;2268;1984;3842;8094
5212;4445;4054;3630;12130
5213;1680;2970;2768;7418
5214;3548;3379;3158;10080
5215;1548;1020;1715;4283
5216;7167;7482;6865;21510
5217;1234;1136;1238;3608
5218;3137;4698;4669;12500
5219;2514;1553;1564;5631
5220;4383;3868;2816;11070
5221;3253;2645;4916;10810
5222;3892;3306;2107;9306
5223;1155;1784;1653;4592
5224;215.7;3148;3038;6402
5225;2019;1361;208.5;3588
5226;1477;2396;2213;6085
5227;1853;1649;2187;5689
5228;3487;2438;1850;7775
5229;2619;3770;4033;10420
5230;1443;1794;1996;5233
5231;2011;1336;1868;5215
5232;1272;1697;1981;4950
5233;4004;2623;2145;8772
5234;3568;4346;1475;9390
5235;4459;4706;5473;14640
5236;219;1266;517.3;2002
5237;6163;5027;6371;17560
5238;1743;1397;208.4;3349
5239;3834;2881;5466;12180
5240;3719;3269;4109;11100
5241;4489;3381;4337;12210
5242;1188;3684;2332;7204
5243;3406;3556;3436;10400
5244;1361;1646;1247;4254
5245;4863;3713;4244;12820
5246;4051;3854;4175;12080
5247;2033;1390;959.6;4383
5248;2815;4098;5012;11930
5249;2434;1568;1242;5244
5250;2908;3306;2566;8780
5251;2801;2989;2496;8285
5252;5941;3831;3827;13600
5253;962.4;2413;2477;5852
5254;3765;4196;3294;11250
5255;1954;1480;1081;4515
5256;4276;3566;4476;12320
5257;3202;2118;2162;2766
5258;3340;3877;2270;9487
5259;3173;2952;4799;10920
5260;1339;2955;394.5;4688
5261;2140;3513;3025;8678
5262;1332;1511;1427;4269
5263;1194;2157;2082;5433
5264;5414;4292;5328;15030
5265;382.9;1292;972.7;2647
5266;1448;2557;2937;6943
5267;1108;679.9;210.3;1998
5268;3292;3532;3460;10280
5269;3130;4595;3979;11700
5270;2708;3252;1889;7850
5271;5124;3004;5477;13600
5272;222.2;4409;3484;8116
5273;5907;4136;5231;15270
5274;220;1308;1120;2648
5275;6431;4973;5993;17400
5276;2923;2644;1375;6942
5277;4392;4214;6118;14720
5278;1090;2186;1147;4423
5279;3854;3189;3079;10120
5280;1578;2128;2592;6298
5281;1133;1211;905.3;3249
5282;4638;3860;2852;11350
5283;4196;2940;5910;13050
5284;2106;2057;2064;6226
5285;1885;3229;3221;8335
5286;2522;4380;2857;9759
5287;1310;706.7;208.5;2225
5288;5339;6354;6026;17720
5289;501.2;1341;1078;2920
5290;3564;4706;4076;12350
5291;1981;761;1192;3934
5292;3913;3238;4266;11420
5293;1849;1650;2339;5839
5294;4248;4447;3473;12170
5295;3382;1672;1884;6938
5296;1376;3358;3440;8175
5297;1667;1696;1059;4422
5298;2124;3133;1792;7049
5299;1491;1937;2154;5582
5300;6525;5031;3847;15400
5301;214.6;1843;3039;5096
5302;2881;2130;2648;7660
5303;1515;2110;1053;4678
5304;2641;2157;2847;8812
5305;4302;3246;4745;12290
5306;2662;2183;1314;6159
5307;5413;4195;7272;16880
5308;848.4;2539;210.2;3598
5309;4995;4226;5917;15140
5310;796.2;2359;1047;4202
5311;5354;3511;3545;12410
5312;5412;5109;5399;15920
5313;3045;2495;3677;9217
5314;1262;2913;2876;7051
5315;4725;2540;3398;10660
5316;1845;1292;1244;4381
5317;1714;2155;1346;5215
5318;3639;3533;3524;10700
5319;2713;167.9;527.2;3409
5320;1455;3442;3348;8245
5321;2948;2756;1084;6788
5322;2033;2371;1709;6112
5323;1026;1729;2324;5079
5324;5477;3000;3034;11510
5325;1003;2513;2632;6147
5326;2361;2369;1817;6546
5327;2089;1794;1360;5243
5328;2468;4834;5096;12400
5329;1550;1445;1654;4649
5330;4284;4665;3751;12700
5331;2557;1760;3647;7963
5332;2004;3448;2458;7910
5333;1631;2834;2208;6674
5334;3151;3419;2550;9120
5335;1242;899.8;1368;3510
5336;5284;4593;5969;15850
5337;660.5;650;548.1;1859
5338;2831;3715;4946;11490
5339;1353;957.4;208.7;2519
5340;1141;1406;208.6;2756
5341;3013;2291;3788;9092
5342;3066;4471;2512;10050
5343;7307;3540;5301;16150
5344;1433;3930;3150;8513
5345;5007;2910;3955;11870
5346;1685;2511;1767;5963
5347;4585;4488;4917;13990
5348;3344;2274;1297;6914
5349;2970;4219;5484;12670
5350;1099;2166;209.2;3474
5351;3828;3673;3111;4491
5352;3088;3074;2604;8766
5353;483;1339;776.8;2599
5354;2803;2126;1882;6810
5355;1962;2614;4421;8997
5356;2178;3308;1624;7110
5357;1594;1581;2014;5190
5358;1606;2121;1519;5246
5359;2217;2355;1277;5849
5360;4666;5176;4376;14220
5361;1182;488;1262;2932
5362;709.7;2253;1709;4672
5363;4170;2974;3619;7572
5364;3013;3869;2865;9748
5365;1296;1247;513.3;3056
5366;3659;5496;5129;14280
5367;3008;1967;1825;6799
5368;2940;5548;5685;14170
5369;1912;1608;209.7;3729
5370;3448;3933;3812;11190
5371;219.8;1531;2645;4395
5372;5305;3685;2902;11890
5373;1599;3161;3639;8399
5374;1712;2281;2364;6357
5375;3428;2783;3586;9796
5376;1364;2294;1530;5188
5377;3035;2110;3641;8785
5378;2941;3681;2196;8818
5379;5152;4244;6135;15530
5380;1449;2341;1451;5242
5381;4160;4128;3326;11610
5382;1122;1464;209.5;2795
5383;3373;2340;3703;9416
5384;4830;5907;4608;15350
5385;4637;3760;3888;12280
5386;1214;2118;1422;4754
5387;1235;2570;3211;7017
5388;3058;2256;2438;7752
5389;220.8;512.6;216.5;949.8
5390;3811;4070;3400;11280
5391;1547;1322;1379;4247
5392;2044;3090;3564;8698
5393;1790;721.1;210.2;2721
5394;473.5;2616;214.7;3304
5395;1160;3227;4016;8403
5396;4049;2414;965;7428
5397;1343;2068;3513;6924
5398;595.5;2730;777.2;4103
5399;1816;1372;1356;4544
5400;3831;4314;4012;12160
5401;211.1;722;209.1;1142
5402;5075;5248;5294;15620
5403;2738;2075;4498;9311
5404;3099;3846;3214;10160
5405;2701;1803;1208;5712
5406;2971;3173;3423;9568
5407;1936;1681;988.6;4605
5408;6208;5754;7258;19220
5409;2064;1621;1894;5579
5410;2549;1838;2104;6492
5411;3457;3035;4341;10830
5412;2453;1966;1359;5778
5413;3965;3715;3716;11400
5414;1901;2730;3155;7786
5415;4850;1994;3252;10100
5416;708.9;4102;2999;7810
5417;3372;2979;2982;9332
5418;219.3;1228;208.8;1656
5419;4045;4341;6295;14680
5420;3039;3094;1317;7449
5421;4086;4320;5655;14060
5422;4749;4474;5429;14650
5423;768.3;1143;2381;4292
5424;2571;1925;3112;7608
5425;1093;1729;1887;4708
5426;3129;3142;2700;8972
5427;2334;3006;4328;9668
5428;1490;848.1;914;3252
5429;2537;2447;1552;6535
5430;1384;2841;1258;5484
5431;1621;1319;1278;4218
5432;3064;4064;3824;10950
5433;2296;2354;3227;7876
5434;6980;5195;5563;17740
5435;1530;1959;3085;6574
5436;3969;3178;2918;10070
5437;220.5;949.3;1082;2252
5438;3945;3788;5115;12850
5439;2694;1782;1429;5905
5440;3112;5705;4980;13800
5441;1840;1916;1382;5139
5442;3762;4852;3218;11830
5443;2584;2914;3834;9332
5444;6844;4066;4103;15010
5445;1718;2076;1245;5038
5446;3318;2566;5032;10920
5447;2382;1025;1771;5178
5448;2115;3153;1325;6592
5449;1468;1215;1887;4570
5450;1571;2206;960.4;4738
5451;5564;3708;6276;15550
5452;1400;1960;965;4325
5453;4038;2643;2689;9371
5454;218;2215;1409;3842
5455;3286;2314;3103;8702
5456;4072;1147;2177;5716
5457;3639;3938;4213;11790
5458;3671;1951;3119;8742
5459;1788;3989;4725;10500
5460;2173;1566;1273;5012
5461;2658;2140;2291;7089
5462;1575;2525;2520;6620
5463;3410;1796;2857;8062
5464;1220;4142;3580;8943
5465;3373;2953;3053;9378
5466;920.6;1518;210.4;2649
5467;1240;2178;2667;6086
5468;3041;2720;3773;9534
5469;2207;2018;1362;5588
5470;5473;4184;6145;15800
5471;975.6;530.8;960.8;2467
5472;3261;3721;3129;10110
5473;1156;1199;1870;4225
5474;4250;2977;3335;10560
5475;3076;3538;4778;11390
5476;3823;3711;4719;12250
5477;2301;1919;1967;6187
5478;3905;3757;4409;12070
5479;846.3;983.1;1370;3200
5480;1538;1492;1277;4307
5481;1979;2694;2956;7628
5482;2237;1164;908.1;4309
5483;2519;2618;3366;8503
5484;1296;1355;209.5;2860
5485;2323;1064;2452;5838
5486;1350;3521;3129;7999
5487;4154;1799;3361;9314
5488;978.6;3238;2489;6706
5489;4131;1931;1820;7882
5490;699;2358;435.1;3492
5491;3953;3345;3457;10750
5492;1424;1779;1602;4804
5493;3324;2561;3203;9087
5494;3750;2273;5744;11770
5495;4092;3088;3299;10480
5496;2181;2125;1301;5606
5497;2628;3049;4094;9771
5498;2193;2094;882.4;5170
5499;5260;4742;5482;15480
5500;1070;1422;1470;3962
5501;3689;3107;2541;9337
5502;499.2;1914;1522;3935
5503;1583;166.6;1239;2989
5504;2363;3048;2405;7816
5505;2223;2383;1966;6572
5506;3245;2098;2729;8072
5507;2019;3300;4082;9400
5508;4312;3239;2997;10550
5509;1238;1571;1244;4053
5510;3661;4189;4219;12070
5511;2180;1831;1429;5440
5512;4106;4940;5114;14160
5513;1042;1032;219.8;2294
5514;5157;2009;1530;6315
5515;218.3;1247;775.6;2241
5516;899.3;1439;1399;3737
5517;1671;2026;846.7;4543
5518;3163;3733;4222;11120
5519;1458;920.3;2255;4633
5520;2286;1234;1191;4711
5521;1834;2608;2571;7013
5522;1952;1870;920.5;4743
5523;2707;2275;4546;9528
5524;1126;2933;1544;5603
5525;3255;1891;1805;6951
5526;2977;3723;3778;10480
5527;2898;2511;2807;8217
5528;1078;168.4;1330;2577
5529;4279;6209;6543;17030
5530;3440;1817;1274;6531
5531;4514;4272;6153;14940
5532;1999;1959;1448;5406
5533;3095;3038;2859;8993
5534;2215;2565;3042;7822
5535;5523;3509;4505;13540
5536;1918;2976;3354;8248
5537;3707;3827;3308;9883
5538;2221;1554;1297;5072
5539;2588;2280;2366;7233
5540;1481;2625;2890;6997
5541;3104;2068;2086;7258
5542;2370;2450;3586;8407
5543;1970;2074;2247;6292
5544;3069;2970;1969;8008
5545;483;1135;1144;2762
5546;2444;3183;2727;8355
5547;2393;2235;4272;8901
5548;4675;3270;4718;12660
5549;2155;981;1345;4481
5550;2730;3004;3288;9022
5551;1171;1012;1185;3368
5552;1830;1701;2266;5797
5553;2765;2433;3674;8872
5554;3021;1554;1765;6340
5555;1766;2284;3555;7606
5556;2275;2744;2726;7745
5557;1079;597.8;1246;2922
5558;2778;2911;3751;9440
5559;3844;873.9;2588;7306
5560;2108;4247;1577;3365
5561;5387;5679;5897;16960
5562;2280;852.7;1823;4956
5563;2233;3309;3540;9082
5564;2214;1591;2572;6377
5565;5280;3923;3521;12720
5566;3038;2527;5344;10910
5567;2961;3722;3817;10500
5568;2237;1325;1864;5426
5569;2839;2540;3356;8735
5570;2417;1392;1810;5620
5571;5479;3896;6102;15480
5572;222.4;2116;3072;5411
5573;3803;1379;2243;7425
5574;1718;3279;3709;8706
5575;2492;1370;1888;5750
5576;219.3;166.2;209.3;594.9
5577;2835;3012;3631;9479
5578;2232;1481;1626;5339
5579;1520;1655;2911;6086
5580;2454;1727;777.5;4958
5581;937.7;1385;1080;3402
5582;2064;3057;3590;8711
5583;2786;888;1934;6351
5584;3441;2687;4019;10150
5585;4363;3470;4374;12210
5586;4645;3011;3082;10740
5587;1539;1621;1616;4776
5588;1266;3035;3849;8149
5589;1873;1256;842.3;3972
5590;3835;3730;4742;12310
5591;1841;1212;1830;4884
5592;3300;2727;2297;8324
5593;1146;671;1754;3571
5594;4478;4115;3019;11610
5595;3372;3276;3189;9837
5596;719.4;3674;3343;7737
5597;4623;2141;3523;10290
5598;2186;2695;3286;8167
5599;2573;2863;2799;8235
5600;1702;835.3;1211;3749
5601;3712;4319;5491;13520
5602;3095;1694;3594;8384
5603;3558;3288;4411;11260
5604;3373;1879;1524;6776
5605;2277;2098;3000;7374
5606;2677;2980;746.8;2826
5607;2746;2287;2962;7995
5608;869.7;1169;211.2;2249
5609;4817;3714;6159;14690
5610;1880;1829;1818;5527
5611;1283;535.4;1280;3099
5612;371.4;1042;1402;2815
5613;2063;3449;1775;7287
5614;2656;2584;3793;9033
5615;1478;168.8;1009;2656
5616;2594;2726;1909;7230
5617;1053;1187;1328;3568
5618;4439;3277;3941;11660
5619;1664;1281;1235;4180
5620;3739;4222;4656;12620
5621;1600;922.2;976.2;3498
5622;4519;5480;5434;15430
5623;1078;1324;1084;3486
5624;3165;2580;2817;8562
5625;2554;2977;2471;8002
5626;4731;4253;4048;13030
5627;2364;2161;3585;8109
5628;3426;3031;3528;9985
5629;1292;935.6;1246;3474
5630;540.2;168.9;214.6;923.7
5631;2796;3701;2774;9271
5632;279.8;256.4;209.4;745.6
5633;3294;2719;4792;10800
5634;2166;2674;1983;6823
5635;1875;2650;1874;6399
5636;2053;1096;2708;5857
5637;3267;2602;2160;8029
5638;2879;3237;5919;12030
5639;3476;2621;3079;9176
5640;2997;2204;3388;8589
5641;3306;3661;4889;11860
5642;220.3;845.5;209.6;1275
5643;3868;2540;2612;9021
5644;969.8;2655;2479;6104
5645;3550;2662;3367;9579
5646;2592;2303;2806;7701
5647;2264;2045;1211;5520
5648;1899;1894;1248;5041
5649;2570;1870;3043;7483
5650;2352;1496;1272;5120
5651;1148;2964;3162;7275
5652;1952;1162;891.6;4006
5653;2047;2571;1299;5918
5654;3960;1816;3247;9023
5655;1662;1973;1750;5384
5656;2059;2746;3118;7923
5657;2537;2807;3854;9198
5658;5485;3989;3911;13390
5659;219.9;1307;217.9;1745
5660;4371;3726;4380;12480
5661;1783;1391;1388;4562
5662;4072;4860;5832;14760
5663;2148;576.2;2031;4756
5664;2063;291.7;1311;3666
5665;2565;3463;2927;8954
5666;682.9;1503;777.9;2964
5667;1674;1082;209.9;2966
5668;1156;1819;3007;5982
5669;3913;1474;1821;7207
5670;2830;3640;3344;9813
5671;874.9;166;208.9;1250
5672;1673;1653;2523;5848
5673;1987;2573;2596;7155
5674;3798;888.6;2083;6770
5675;1196;2377;3752;7325
5676;2472;2528;2771;7771
5677;4567;3451;3606;11620
5678;477.3;1259;712.9;2449
5679;3657;3004;3123;9784
5680;1310;1715;1174;4199
5681;3704;3393;6657;13750
5682;3104;2867;1650;7621
5683;2619;1941;3471;8030
5684;1756;857.4;1733;4347
5685;2498;1900;2751;7148
5686;3379;3547;4277;11200
5687;2388;4130;3513;9652
5688;4365;2676;3339;10380
5689;1254;2756;2375;6385
5690;3566;2294;3406;9265
5691;1742;2116;554.4;4412
5692;5026;4904;6829;16760
5693;1800;1121;1186;4107
5694;4585;4485;4311;13380
5695;517.5;1254;208.9;1980
5696;2965;2545;3076;8586
5697;1583;2917;3579;8079
5698;3971;2689;2771;9431
5699;1545;1371;2195;5111
5700;2104;2368;3865;8338
5701;2602;3387;1421;7411
5702;783.6;850.1;961.8;2595
5703;992.5;1662;1458;4113
5704;1418;2497;1456;5371
5705;2440;2256;3903;8599
5706;2763;1064;2274;6101
5707;1028;1359;1965;4352
5708;1264;1879;1914;5057
5709;2742;917.3;209.7;3869
5710;1695;1721;209.8;3626
5711;2456;3816;4739;11010
5712;2676;1182;4739;11010
5713;4592;4439;4612;13640
5714;1431;805.7;1214;3451
5715;4332;2647;3449;10430
5716;874.6;2027;2820;5722
5717;4683;3806;4832;13320
5718;1484;2956;2448;6888
5719;3570;2698;3767;10030
5720;340.6;675.6;209.1;1225
5721;4576;4565;6014;15150
5722;2801;2802;3107;8710
5723;950.7;2179;308.7;3439
5724;3360;2659;5683;11700
5725;2347;2476;1330;6153
5726;2776;2996;2900;8673
5727;1041;2024;1612;4677
5728;3116;2251;2604;7970
5729;1232;2534;4094;7860
5730;4499;2891;2978;10370
5731;218.4;470.1;481.8;1170
5732;3010;2655;3666;9331
5733;2397;2536;1274;6207
5734;1833;1346;1177;4355
5735;1493;3116;2881;7490
5736;4235;2561;2979;9775
5737;1682;2756;2639;7077
5738;1722;1169;889.7;3781
5739;1722;1169;889.7;3781
5740;1616;2486;3144;7246
5741;1616;2486;3144;7246
5742;1805;509.2;1342;3656
5743;2456;2811;3032;8299
5744;1104;1893;1584;4581
5745;1235;757.6;1289;3282
5746;2488;3766;3031;9285
5747;1554;1960;2043;5557
5748;2919;3716;3127;9762
5749;3460;4171;4432;12060
5750;4514;4081;3739;12330
5751;1135;1305;1326;3766
5752;3709;3000;4266;10970
5753;667.8;929.7;209.9;1807
5754;6816;5158;7746;19720
5755;1182;1197;1124;3503
5756;4660;3212;4069;11940
5757;492.4;1805;1788;4085
5758;936.8;1903;1025;3865
5759;3784;1867;1910;7561
5760;1243;3221;2431;6894
5761;4093;1043;3216;8352
5762;2911;3777;2707;9395
5763;1710;646.7;1955;4312
5764;797;900.8;384;2082
5765;1971;2533;3072;7577
5766;2443;1551;1526;5520
5767;2489;2376;2461;7326
5768;1242;2440;2232;5914
5769;2152;2507;3054;7713
5770;1238;1470;1172;3879
5771;3149;3708;2885;9743
5772;656.9;1861;1695;4213
5773;4925;2767;5467;13160
5774;2215;2087;1146;5448
5775;2079;3494;1826;7398
5776;319.9;2544;2196;5060
5777;2250;1636;2055;5941
5778;1667;2555;3986;8209
5779;3887;2931;2726;9545
5780;1211;1156;1097;3465
5781;2403;1709;3214;7326
5782;2190;3222;2782;8194
5783;3397;3374;1217;7988
5784;3027;5392;4913;13330
5785;2205;715.8;1579;4501
5786;4815;4751;5660;15230
5787;448.9;733.6;208.6;1391
5788;5029;3097;3898;12020
5789;671.2;2327;2692;5690
5790;6048;3440;4597;14080
5791;1899;2734;2777;7409
5792;4131;4485;3326;11940
5793;1860;1547;2714;6120
5794;263.6;1850;971.3;3085
5795;3492;1740;2459;7690
5796;218.1;1246;1067;2531
5797;3279;3460;4514;11250
5798;2807;1692;962.3;5461
5799;985.6;450.6;1597;3033
5800;2244;2707;3005;7956
5801;1360;1059;1283;3702
5802;3745;3133;5199;12080
5803;945;2042;208.9;3195
5804;5525;3004;3489;12020
5805;3105;3503;5133;11740
5806;1831;2194;1117;5142
5807;3945;4292;3552;11790
5808;721.3;2867;2961;6549
5809;4084;3036;3615;10730
5810;2561;3299;3632;9492
5811;2102;2589;3126;7816
5812;1529;1777;890.3;4196
5813;3291;3709;4117;11120
5814;3341;2548;2400;8289
5815;1584;2735;1917;6236
5816;4186;4922;4609;13720
5817;1629;1143;1669;4441
5818;2155;2755;2353;7264
5819;2423;1976;1767;6166
5820;2469;1956;2417;6843
5821;2926;3711;4878;11510
5822;5725;4015;5097;14840
5823;1145;1315;935.3;3394
